12 25 0,4252873563
12 26 0,4418604651
12 27 0,4588235294
12 28 0,4761904762
12 29 0,4939759036
12 30 0,512195122
12 31 0,5308641975
12 32 0,55
12 33 0,5696202532
12 34 0,5897435897
12 35 0,6103896104
12 36 0,6315789474
12 37 0,6533333333
12 38 0,6756756757
12 39 0,698630137
12 40 0,7222222222
12 41 0,7464788732
12 42 0,7714285714
12 43 0,7971014493
12 44 0,8235294118
12 45 0,8507462687
12 46 0,8787878788
12 47 0,9076923077
12 48 0,9375
12 49 0,9682539683
13 14 0,2727272727
13 15 0,2857142857
13 16 0,2989690722
13 17 0,3125
13 18 0,3263157895
13 19 0,3404255319
13 20 0,3548387097
13 21 0,3695652174
13 22 0,3846153846
13 23 0,4
13 24 0,4157303371
13 25 0,4318181818
13 26 0,4482758621
13 27 0,4651162791
13 28 0,4823529412
13 29 0,5
13 30 0,5180722892
13 31 0,5365853659
13 32 0,5555555556
13 33 0,575
13 34 0,5949367089
13 35 0,6153846154
13 36 0,6363636364
13 37 0,6578947368
13 38 0,68
13 39 0,7027027027
13 40 0,7260273973
13 41 0,75
13 42 0,7746478873
13 43 0,8
13 44 0,8260869565
13 45 0,8529411765
13 46 0,8805970149
13 47 0,9090909091
13 48 0,9384615385
13 49 0,96875
14 15 0,2929292929
14 16 0,306122449
14 17 0,3195876289
14 18 0,3333333333
14 19 0,3473684211
14 20 0,3617021277
14 21 0,376344086
14 22 0,3913043478
14 23 0,4065934066
14 24 0,4222222222
14 25 0,4382022472
14 26 0,4545454545
14 27 0,4712643678
14 28 0,488372093
14 29 0,5058823529
14 30 0,5238095238
14 31 0,5421686747
14 32 0,5609756098
14 33 0,5802469136
14 34 0,6
14 35 0,6202531646
14 36 0,641025641
14 37 0,6623376623
14 38 0,6842105263
14 39 0,7066666667
14 40 0,7297297297
14 41 0,7534246575
14 42 0,7777777778
14 43 0,8028169014
14 44 0,8285714286
14 45 0,8550724638
14 46 0,8823529412
14 47 0,9104477612
14 48 0,9393939394
14 49 0,9692307692
15 16 0,3131313131
15 17 0,3265306122
15 18 0,3402061856
15 19 0,3541666667
15 20 0,3684210526
15 21 0,3829787234
15 22 0,3978494624
15 23 0,4130434783
15 24 0,4285714286
15 25 0,4444444444
15 26 0,4606741573
15 27 0,4772727273
15 28 0,4942528736
15 29 0,511627907
15 30 0,5294117647
15 31 0,5476190476
15 32 0,5662650602
15 33 0,5853658537
15 34 0,6049382716
15 35 0,625
15 36 0,6455696203
15 37 0,6666666667
15 38 0,6883116883
15 39 0,7105263158
15 40 0,7333333333
15 41 0,7567567568
15 42 0,7808219178
15 43 0,8055555556
15 44 0,8309859155
15 45 0,8571428571
15 46 0,884057971
15 47 0,9117647059
15 48 0,9402985075
15 49 0,9696969697
16 17 0,3333333333
16 18 0,3469387755
16 19 0,3608247423
16 20 0,375
16 21 0,3894736842
16 22 0,4042553191
16 23 0,4193548387
16 24 0,4347826087
16 25 0,4505494505
16 26 0,4666666667
16 27 0,4831460674
16 28 0,5
16 29 0,5172413793
16 30 0,5348837209
16 31 0,5529411765
16 32 0,5714285714
16 33 0,5903614458
16 34 0,6097560976
16 35 0,6296296296
16 36 0,65
16 37 0,6708860759
16 38 0,6923076923
16 39 0,7142857143
16 40 0,7368421053
16 41 0,76
16 42 0,7837837838
16 43 0,8082191781
16 44 0,8333333333
16 45 0,8591549296
16 46 0,8857142857
16 47 0,9130434783
16 48 0,9411764706
16 49 0,9701492537
17 18 0,3535353535
17 19 0,3673469388
17 20 0,381443299
17 21 0,3958333333
17 22 0,4105263158
17 23 0,4255319149
17 24 0,4408602151
17 25 0,4565217391
17 26 0,4725274725
17 27 0,4888888889
17 28 0,5056179775
17 29 0,5227272727
17 30 0,5402298851
17 31 0,5581395349
17 32 0,5764705882
17 33 0,5952380952
17 34 0,6144578313
17 35 0,6341463415
17 36 0,6543209877
17 37 0,675
17 38 0,6962025316
17 39 0,7179487179
17 40 0,7402597403
17 41 0,7631578947
17 42 0,7866666667
17 43 0,8108108108
17 44 0,8356164384
17 45 0,8611111111
17 46 0,8873239437
17 47 0,9142857143
17 48 0,9420289855
17 49 0,9705882353
18 19 0,3737373737
18 20 0,387755102
18 21 0,4020618557
18 22 0,4166666667
18 23 0,4315789474
18 24 0,4468085106
18 25 0,4623655914
18 26 0,4782608696
18 27 0,4945054945
18 28 0,5111111111
18 29 0,5280898876
18 30 0,5454545455
18 31 0,5632183908
18 32 0,5813953488
18 33 0,6
18 34 0,619047619
18 35 0,6385542169
18 36 0,6585365854
18 37 0,6790123457
18 38 0,7
18 39 0,7215189873
18 40 0,7435897436
18 41 0,7662337662
18 42 0,7894736842
18 43 0,8133333333
18 44 0,8378378378
18 45 0,8630136986
18 46 0,8888888889
18 47 0,9154929577
18 48 0,9428571429
18 49 0,9710144928
19 20 0,3939393939
19 21 0,4081632653
19 22 0,4226804124
19 23 0,4375
19 24 0,4526315789
19 25 0,4680851064
19 26 0,4838709677
19 27 0,5
19 28 0,5164835165
19 29 0,5333333333
19 30 0,5505617978
19 31 0,5681818182
19 32 0,5862068966
19 33 0,6046511628
19 34 0,6235294118
19 35 0,6428571429
19 36 0,6626506024
19 37 0,6829268293
19 38 0,7037037037
19 39 0,725
19 40 0,746835443
19 41 0,7692307692
19 42 0,7922077922
19 43 0,8157894737
19 44 0,84
19 45 0,8648648649
19 46 0,8904109589
19 47 0,9166666667
19 48 0,9436619718
19 49 0,9714285714
20 21 0,4141414141
20 22 0,4285714286
20 23 0,4432989691
20 24 0,4583333333
20 25 0,4736842105
20 26 0,4893617021
20 27 0,5053763441
20 28 0,5217391304
20 29 0,5384615385
20 30 0,5555555556
20 31 0,5730337079
20 32 0,5909090909
20 33 0,6091954023
20 34 0,6279069767
20 35 0,6470588235
20 36 0,6666666667
20 37 0,686746988
20 38 0,7073170732
20 39 0,7283950617
20 40 0,75
20 41 0,7721518987
20 42 0,7948717949
20 43 0,8181818182
20 44 0,8421052632
20 45 0,8666666667
20 46 0,8918918919
20 47 0,9178082192
20 48 0,9444444444
20 49 0,9718309859
21 22 0,4343434343
21 23 0,4489795918
21 24 0,4639175258
21 25 0,4791666667
21 26 0,4947368421
21 27 0,5106382979
21 28 0,5268817204
21 29 0,5434782609
21 30 0,5604395604
21 31 0,5777777778
21 32 0,595505618
21 33 0,6136363636
21 34 0,632183908
21 35 0,6511627907
21 36 0,6705882353
21 37 0,6904761905
21 38 0,7108433735
21 39 0,7317073171
21 40 0,7530864198
21 41 0,775
21 42 0,7974683544
21 43 0,8205128205
21 44 0,8441558442
21 45 0,8684210526
21 46 0,8933333333
21 47 0,9189189189
21 48 0,9452054795
21 49 0,9722222222
22 23 0,4545454545
22 24 0,4693877551
22 25 0,4845360825
22 26 0,5
22 27 0,5157894737
22 28 0,5319148936
22 29 0,5483870968
22 30 0,5652173913
22 31 0,5824175824
22 32 0,6
22 33 0,6179775281
22 34 0,6363636364
22 35 0,6551724138
22 36 0,6744186047
22 37 0,6941176471
22 38 0,7142857143
22 39 0,734939759
22 40 0,756097561
22 41 0,7777777778
22 42 0,8
22 43 0,8227848101
22 44 0,8461538462
22 45 0,8701298701
22 46 0,8947368421
22 47 0,92
22 48 0,9459459459
22 49 0,9726027397
23 24 0,4747474747
23 25 0,4897959184
23 26 0,5051546392
23 27 0,5208333333
23 28 0,5368421053
23 29 0,5531914894
23 30 0,5698924731
23 31 0,5869565217
23 32 0,6043956044
23 33 0,6222222222
23 34 0,6404494382
23 35 0,6590909091
23 36 0,6781609195
23 37 0,6976744186
23 38 0,7176470588
23 39 0,7380952381
23 40 0,7590361446
23 41 0,7804878049
23 42 0,8024691358
23 43 0,825
23 44 0,8481012658
23 45 0,8717948718
23 46 0,8961038961
23 47 0,9210526316
23 48 0,9466666667
23 49 0,972972973
24 25 0,4949494949
24 26 0,5102040816
24 27 0,5257731959
24 28 0,5416666667
24 29 0,5578947368
24 30 0,5744680851
24 31 0,5913978495
24 32 0,6086956522
24 33 0,6263736264
24 34 0,6444444444
24 35 0,6629213483
24 36 0,6818181818
24 37 0,7011494253
24 38 0,7209302326
24 39 0,7411764706
24 40 0,7619047619
24 41 0,7831325301
24 42 0,8048780488
24 43 0,8271604938
24 44 0,85
24 45 0,8734177215
24 46 0,8974358974
24 47 0,9220779221
24 48 0,9473684211
24 49 0,9733333333
25 26 0,5151515152
25 27 0,5306122449
25 28 0,5463917526
25 29 0,5625
25 30 0,5789473684
25 31 0,5957446809
25 32 0,6129032258
25 33 0,6304347826
25 34 0,6483516484
25 35 0,6666666667
25 36 0,6853932584
25 37 0,7045454545
25 38 0,724137931
25 39 0,7441860465
25 40 0,7647058824
25 41 0,7857142857
25 42 0,8072289157
25 43 0,8292682927
25 44 0,8518518519
25 45 0,875
25 46 0,8987341772
25 47 0,9230769231
25 48 0,9480519481
26 27 0,5353535354
26 28 0,5510204082
26 29 0,5670103093
26 30 0,5833333333
26 31 0,6
26 32 0,6170212766
26 33 0,6344086022
26 34 0,652173913
26 35 0,6703296703
26 36 0,6888888889
26 37 0,7078651685
26 38 0,7272727273
26 39 0,7471264368
26 40 0,7674418605
26 41 0,7882352941
26 42 0,8095238095
26 43 0,8313253012
26 44 0,8536585366
26 45 0,8765432099
26 46 0,9
26 47 0,9240506329
26 48 0,9487179487
26 49 0,974025974
27 28 0,5555555556
27 29 0,5714285714
27 30 0,587628866
27 31 0,6041666667
27 32 0,6210526316
27 33 0,6382978723
27 34 0,6559139785
27 35 0,6739130435
27 36 0,6923076923
27 37 0,7111111111
27 38 0,7303370787
27 39 0,75
27 40 0,7701149425
27 41 0,7906976744
27 42 0,8117647059
27 43 0,8333333333
27 44 0,8554216867
27 45 0,8780487805
27 46 0,9012345679
27 47 0,925
27 48 0,9493670886
27 49 0,9743589744
28 29 0,5757575758
28 30 0,5918367347
28 31 0,6082474227
28 32 0,625
28 33 0,6421052632
28 34 0,6595744681
28 35 0,6774193548
28 36 0,6956521739
28 37 0,7142857143
28 38 0,7333333333
28 39 0,7528089888
28 40 0,7727272727
28 41 0,7931034483
28 42 0,8139534884
28 43 0,8352941176
28 44 0,8571428571
28 45 0,8795180723
28 46 0,9024390244
28 47 0,9259259259
28 48 0,95
28 49 0,9746835443
29 30 0,595959596
29 31 0,612244898
29 32 0,6288659794
29 33 0,6458333333
29 34 0,6631578947
29 35 0,6808510638
29 36 0,6989247312
29 37 0,7173913043
29 38 0,7362637363
29 39 0,7555555556
29 40 0,7752808989
29 41 0,7954545455
29 42 0,816091954
29 43 0,8372093023
29 44 0,8588235294
29 45 0,880952381
29 46 0,9036144578
29 47 0,9268292683
29 48 0,950617284
29 49 0,975
30 31 0,6161616162
30 32 0,6326530612
30 33 0,6494845361
30 34 0,6666666667
30 35 0,6842105263
30 36 0,7021276596
30 37 0,7204301075
30 38 0,7391304348
30 39 0,7582417582
30 40 0,7777777778
30 41 0,797752809
30 42 0,8181818182
30 43 0,8390804598
30 44 0,8604651163
30 45 0,8823529412
30 46 0,9047619048
30 47 0,9277108434
30 48 0,9512195122
30 49 0,975308642
31 32 0,6363636364
31 33 0,6530612245
31 34 0,6701030928
31 35 0,6875
31 36 0,7052631579
31 37 0,7234042553
31 38 0,7419354839
31 39 0,7608695652
31 40 0,7802197802
31 41 0,8
31 42 0,8202247191
31 43 0,8409090909
31 44 0,8620689655
31 45 0,8837209302
31 46 0,9058823529
31 47 0,9285714286
31 48 0,9518072289
31 49 0,9756097561
32 33 0,6565656566
32 34 0,6734693878
32 35 0,6907216495
32 36 0,7083333333
32 37 0,7263157895
32 38 0,7446808511
32 39 0,7634408602
32 40 0,7826086957
32 41 0,8021978022
32 42 0,8222222222
32 43 0,8426966292
32 44 0,8636363636
32 45 0,8850574713
32 46 0,9069767442
32 47 0,9294117647
32 48 0,9523809524
32 49 0,9759036145
33 34 0,6767676768
33 35 0,693877551
33 36 0,7113402062
33 37 0,7291666667
33 38 0,7473684211
33 39 0,7659574468
33 40 0,7849462366
33 41 0,8043478261
33 42 0,8241758242
33 43 0,8444444444
33 44 0,8651685393
33 45 0,8863636364
33 46 0,908045977
33 47 0,9302325581
33 48 0,9529411765
33 49 0,9761904762
34 35 0,696969697
34 36 0,7142857143
34 37 0,7319587629
34 38 0,75
34 39 0,7684210526
34 40 0,7872340426
34 41 0,8064516129
34 42 0,8260869565
34 43 0,8461538462
34 44 0,8666666667
34 45 0,8876404494
34 46 0,9090909091
34 47 0,9310344828
34 48 0,9534883721
34 49 0,9764705882
35 36 0,7171717172
35 37 0,7346938776
35 38 0,7525773196
35 39 0,7708333333
35 40 0,7894736842
35 41 0,8085106383
35 42 0,8279569892
35 43 0,847826087
35 44 0,8681318681
35 45 0,8888888889
35 46 0,9101123596
35 47 0,9318181818
35 48 0,9540229885
35 49 0,976744186
36 37 0,7373737374
36 38 0,7551020408
36 39 0,7731958763
36 40 0,7916666667
36 41 0,8105263158
36 42 0,829787234
36 43 0,8494623656
36 44 0,8695652174
36 45 0,8901098901
36 46 0,9111111111
36 47 0,9325842697
36 48 0,9545454545
36 49 0,9770114943
37 38 0,7575757576
37 39 0,7755102041
37 40 0,793814433
37 41 0,8125
37 42 0,8315789474
37 43 0,8510638298
37 44 0,8709677419
37 45 0,8913043478
37 46 0,9120879121
37 47 0,9333333333
37 48 0,9550561798
37 49 0,9772727273
38 39 0,7777777778
38 40 0,7959183673
38 41 0,8144329897
38 42 0,8333333333
38 43 0,8526315789
38 44 0,8723404255
38 45 0,8924731183
38 46 0,9130434783
38 47 0,9340659341
38 48 0,9555555556
38 49 0,9775280899
39 40 0,797979798
39 41 0,8163265306
39 42 0,8350515464
39 43 0,8541666667
39 44 0,8736842105
39 45 0,8936170213
39 46 0,9139784946
39 47 0,9347826087
39 48 0,956043956
39 49 0,9777777778
40 41 0,8181818182
40 42 0,8367346939
40 43 0,8556701031
40 44 0,875
40 45 0,8947368421
40 46 0,914893617
40 47 0,935483871
40 48 0,9565217391
40 49 0,978021978
41 42 0,8383838384
41 43 0,8571428571
41 44 0,8762886598
41 45 0,8958333333
41 46 0,9157894737
41 47 0,9361702128
41 48 0,9569892473
41 49 0,9782608696
42 43 0,8585858586
42 44 0,8775510204
42 45 0,8969072165
42 46 0,9166666667
42 47 0,9368421053
42 48 0,9574468085
42 49 0,9784946237
43 44 0,8787878788
43 45 0,8979591837
43 46 0,9175257732
43 47 0,9375
43 48 0,9578947368
43 49 0,9787234043
44 45 0,898989899
44 46 0,9183673469
44 47 0,9381443299
44 48 0,9583333333
44 49 0,9789473684
45 46 0,9191919192
45 47 0,9387755102
45 48 0,9587628866
45 49 0,9791666667
46 47 0,9393939394
46 48 0,9591836735
46 49 0,9793814433
47 48 0,9595959596
47 49 0,9795918367
48 49 0,9797979798

